sku,name,category,subcategory,brand,supplier,base_price,cost,moq,warranty_months
SKU-00481,Argo Hytos Monoblock 719,Comandos Direccionales,Monoblock,Argo Hytos,Pacific Seal Supply,258479.0,197478.0,1,18.0
SKU-00482,Scanreco Control Remoto 608,Control y Electrónica,Control Remoto,Scanreco,Pacific Seal Supply,1024968.0,803575.0,2,6.0
SKU-00483,Bucher Hydraulics Agua-Aceite 576,Enfriadores,Agua-Aceite,Bucher Hydraulics,Maestranza Integral,1784778.0,1517061.0,1,
SKU-00484,Argo Hytos Planetarios 806,Winches,Planetarios,Argo Hytos,Pacific Seal Supply,5994429.0,5095265.0,1,
SKU-00485,Poclain Control Flujo 505,Válvulas,Control Flujo,Poclain,Tecfluid Norte,257720.0,187362.0,1,36.0
SKU-00486,Commercial Hydraulics Joystick 593,Control y Electrónica,Joystick,Commercial Hydraulics,Maestranza Integral,430092.0,332461.0,2,
SKU-00487,Casappa Reductores Planetarios 842,Mandos Finales,Reductores Planetarios,Casappa,Tecfluid Norte,4129785.0,3312088.0,1,24.0
SKU-00488,Casappa Izado 387,Winches,Izado,Casappa,Pacific Seal Supply,602951.0,501052.0,2,
SKU-00489,Calzoni Pistones Axiales 901,Bombas Hidráulicas,Pistones Axiales,Calzoni,Industrial Flow Partners,2474088.0,2110397.0,1,24.0
SKU-00490,Danfoss Control Flujo 409,Válvulas,Control Flujo,Danfoss,Tecfluid Norte,345749.0,254471.0,2,12.0
SKU-00491,Bezares Reductores Planetarios 257,Mandos Finales,Reductores Planetarios,Bezares,Hydroline Andina,6400091.0,5056072.0,1,18.0
SKU-00492,Bucher Hydraulics Proporcionales 235,Comandos Direccionales,Proporcionales,Bucher Hydraulics,Industrial Flow Partners,2199832.0,1766465.0,1,24.0
SKU-00493,Danfoss Monoblock 708,Comandos Direccionales,Monoblock,Danfoss,Andes Motion,1042460.0,750571.0,2,
SKU-00494,FaberCom Orbitales 754,Motores Hidráulicos,Orbitales,FaberCom,Hydroline Andina,694894.0,542017.0,1,24.0
SKU-00495,Argo Hytos Proporcionales 380,Comandos Direccionales,Proporcionales,Argo Hytos,Maestranza Integral,802030.0,617563.0,1,12.0
SKU-00496,Brevini Engranaje 821,Motores Hidráulicos,Engranaje,Brevini,Pacific Seal Supply,2667491.0,2275370.0,2,12.0
SKU-00497,Sun Hydraulics Proporcionales 582,Válvulas,Proporcionales,Sun Hydraulics,Maestranza Integral,80213.0,57433.0,10,
SKU-00498,Rexroth Planetarios 806,Winches,Planetarios,Rexroth,Andes Motion,795899.0,675718.0,5,24.0
SKU-00499,Brevini Displays 195,Control y Electrónica,Displays,Brevini,Tecfluid Norte,409307.0,288971.0,1,18.0
SKU-00500,Rexroth Displays 247,Control y Electrónica,Displays,Rexroth,Andes Motion,406950.0,297074.0,2,6.0
SKU-00501,Bezares Adaptadores 166,Accesorios y Acoples,Adaptadores,Bezares,Andes Motion,49922.0,30702.0,2,18.0
SKU-00502,Bezares Sensores Presión 937,Instrumentación,Sensores Presión,Bezares,Andes Motion,292908.0,226711.0,1,24.0
SKU-00503,KTR Joystick 735,Control y Electrónica,Joystick,KTR,Pacific Seal Supply,796869.0,564980.0,2,24.0
SKU-00504,Commercial Hydraulics Monoblock 450,Comandos Direccionales,Monoblock,Commercial Hydraulics,Andes Motion,1033483.0,825753.0,2,18.0
SKU-00505,Commercial Hydraulics Agua-Aceite 574,Enfriadores,Agua-Aceite,Commercial Hydraulics,Industrial Flow Partners,1388770.0,1088796.0,2,
SKU-00506,Rexroth Accesorios Estanque 889,Filtros,Accesorios Estanque,Rexroth,Andes Motion,27731.0,15502.0,1,36.0
SKU-00507,Bucher Hydraulics Vejiga 563,Acumuladores,Vejiga,Bucher Hydraulics,Industrial Flow Partners,1017434.0,852610.0,1,6.0
SKU-00508,Calzoni Agua-Aceite 795,Enfriadores,Agua-Aceite,Calzoni,Pacific Seal Supply,1219173.0,1042393.0,2,12.0
SKU-00509,Bezares Control Presión 662,Válvulas,Control Presión,Bezares,Hydroline Andina,476613.0,341255.0,2,12.0
SKU-00510,Casappa Engranaje 740,Bombas Hidráulicas,Engranaje,Casappa,Tecfluid Norte,627188.0,523702.0,2,36.0
SKU-00511,Calzoni Alta Presión 963,Filtros,Alta Presión,Calzoni,Andes Motion,56741.0,40173.0,1,6.0
SKU-00512,Denison Alta Presión 838,Filtros,Alta Presión,Denison,Tecfluid Norte,119715.0,73744.0,1,36.0
SKU-00513,Denison Data Loggers 621,Instrumentación,Data Loggers,Denison,Hydroline Andina,108216.0,73479.0,2,24.0
SKU-00514,FaberCom Pistones 342,Acumuladores,Pistones,FaberCom,Andes Motion,584536.0,482827.0,5,18.0
SKU-00515,Scanreco Control Remoto 694,Control y Electrónica,Control Remoto,Scanreco,Pacific Seal Supply,712805.0,580936.0,2,36.0
SKU-00516,Denison Sensores Presión 635,Instrumentación,Sensores Presión,Denison,Industrial Flow Partners,446837.0,291338.0,2,18.0
SKU-00517,Sun Hydraulics Acoples Rotex 693,Accesorios y Acoples,Acoples Rotex,Sun Hydraulics,Andes Motion,159512.0,105437.0,5,36.0
SKU-00518,Danfoss Proporcionales 531,Válvulas,Proporcionales,Danfoss,Tecfluid Norte,439651.0,359635.0,2,24.0
SKU-00519,Webtec Retorno 692,Filtros,Retorno,Webtec,Maestranza Integral,11957.0,6756.0,2,
SKU-00520,Webtec Reductores Planetarios 730,Mandos Finales,Reductores Planetarios,Webtec,Industrial Flow Partners,5295082.0,4585541.0,1,12.0
SKU-00521,Olaer Control Flujo 927,Válvulas,Control Flujo,Olaer,Hydroline Andina,599608.0,429919.0,1,36.0
SKU-00522,Sun Hydraulics Reductores Planetarios 941,Mandos Finales,Reductores Planetarios,Sun Hydraulics,Andes Motion,2101826.0,1759228.0,1,6.0
SKU-00523,Scanreco Reductores Planetarios 453,Mandos Finales,Reductores Planetarios,Scanreco,Andes Motion,2513222.0,2128699.0,1,24.0
SKU-00524,Rexroth Pistones Axiales 499,Bombas Hidráulicas,Pistones Axiales,Rexroth,Hydroline Andina,879062.0,717315.0,2,18.0
SKU-00525,Denison Manómetros 642,Instrumentación,Manómetros,Denison,Pacific Seal Supply,526058.0,419794.0,2,18.0
SKU-00526,Rexroth Planetarios 373,Winches,Planetarios,Rexroth,Pacific Seal Supply,4005833.0,3144579.0,5,12.0
SKU-00527,Marzocchi Orbitales 806,Motores Hidráulicos,Orbitales,Marzocchi,Andes Motion,2413321.0,1911350.0,1,24.0
SKU-00528,Casappa Reductores Planetarios 556,Mandos Finales,Reductores Planetarios,Casappa,Hydroline Andina,5644173.0,4515338.0,1,24.0
SKU-00529,Webtec Presión 322,Filtros,Presión,Webtec,Tecfluid Norte,29625.0,22071.0,5,36.0
SKU-00530,Rexroth Acoples Rotex 359,Accesorios y Acoples,Acoples Rotex,Rexroth,Hydroline Andina,214828.0,162625.0,1,
SKU-00531,Poclain Control Presión 175,Válvulas,Control Presión,Poclain,Industrial Flow Partners,376419.0,245049.0,2,12.0
SKU-00532,Calzoni Cartridge 603,Válvulas,Cartridge,Calzoni,Andes Motion,282807.0,229074.0,2,6.0
SKU-00533,Calzoni Monoblock 208,Comandos Direccionales,Monoblock,Calzoni,Maestranza Integral,1656250.0,1381312.0,2,6.0
SKU-00534,Rexroth Manómetros 252,Instrumentación,Manómetros,Rexroth,Hydroline Andina,71564.0,51097.0,2,
SKU-00535,Parker Recuperación 824,Winches,Recuperación,Parker,Hydroline Andina,4155332.0,3606828.0,2,24.0
SKU-00536,Scanreco Data Loggers 805,Instrumentación,Data Loggers,Scanreco,Andes Motion,511108.0,349087.0,2,
SKU-00537,Marzocchi Sensores Presión 762,Instrumentación,Sensores Presión,Marzocchi,Pacific Seal Supply,562974.0,419979.0,10,
SKU-00538,Casappa Orbitales 493,Motores Hidráulicos,Orbitales,Casappa,Tecfluid Norte,586193.0,480678.0,1,6.0
SKU-00539,Webtec Planetarios 548,Winches,Planetarios,Webtec,Industrial Flow Partners,2645576.0,2346626.0,2,
SKU-00540,Denison Microcontroladores 653,Control y Electrónica,Microcontroladores,Denison,Hydroline Andina,272057.0,195609.0,10,18.0
SKU-00541,Bucher Hydraulics Izado 445,Winches,Izado,Bucher Hydraulics,Pacific Seal Supply,5807246.0,4663219.0,1,
SKU-00542,Calzoni Joystick 173,Control y Electrónica,Joystick,Calzoni,Hydroline Andina,293430.0,213617.0,1,36.0
SKU-00543,Bucher Hydraulics Paleta 114,Bombas Hidráulicas,Paleta,Bucher Hydraulics,Industrial Flow Partners,232924.0,171199.0,1,36.0
SKU-00544,Webtec Reductores Planetarios 918,Mandos Finales,Reductores Planetarios,Webtec,Hydroline Andina,4084529.0,3594386.0,1,
SKU-00545,Poclain Campanas 800,Accesorios y Acoples,Campanas,Poclain,Maestranza Integral,109422.0,69374.0,2,12.0
SKU-00546,KTR Campanas 525,Accesorios y Acoples,Campanas,KTR,Maestranza Integral,192236.0,129375.0,1,12.0
SKU-00547,Casappa Reductores Planetarios 896,Mandos Finales,Reductores Planetarios,Casappa,Maestranza Integral,3958361.0,3123147.0,1,36.0
SKU-00548,Bucher Hydraulics Reductores Planetarios 911,Mandos Finales,Reductores Planetarios,Bucher Hydraulics,Hydroline Andina,845717.0,742540.0,2,18.0
SKU-00549,Argo Hytos Caudalímetros 710,Instrumentación,Caudalímetros,Argo Hytos,Maestranza Integral,394701.0,284974.0,1,24.0
SKU-00550,Brevini Reductores Planetarios 220,Mandos Finales,Reductores Planetarios,Brevini,Hydroline Andina,5315780.0,4284519.0,1,24.0
SKU-00551,Brevini Agua-Aceite 383,Enfriadores,Agua-Aceite,Brevini,Tecfluid Norte,1746052.0,1313031.0,2,36.0
SKU-00552,Rexroth Paleta 144,Bombas Hidráulicas,Paleta,Rexroth,Maestranza Integral,3130810.0,2269837.0,1,6.0
SKU-00553,Webtec Pistones Axiales 153,Bombas Hidráulicas,Pistones Axiales,Webtec,Maestranza Integral,2040822.0,1687760.0,2,
SKU-00554,Commercial Hydraulics Agua-Aceite 529,Enfriadores,Agua-Aceite,Commercial Hydraulics,Hydroline Andina,1047364.0,905970.0,10,24.0
SKU-00555,KTR Monoblock 484,Comandos Direccionales,Monoblock,KTR,Maestranza Integral,1973961.0,1581143.0,5,18.0
SKU-00556,Bucher Hydraulics Direccionales Múltiples 239,Comandos Direccionales,Direccionales Múltiples,Bucher Hydraulics,Pacific Seal Supply,1272890.0,911389.0,10,6.0
SKU-00557,Bezares Caudalímetros 972,Instrumentación,Caudalímetros,Bezares,Tecfluid Norte,145260.0,113448.0,1,12.0
SKU-00558,Scanreco Data Loggers 274,Instrumentación,Data Loggers,Scanreco,Maestranza Integral,463394.0,355423.0,1,36.0
SKU-00559,Poclain Campanas 847,Accesorios y Acoples,Campanas,Poclain,Andes Motion,214959.0,148752.0,2,18.0
SKU-00560,Sun Hydraulics Pistones 527,Acumuladores,Pistones,Sun Hydraulics,Maestranza Integral,544760.0,422189.0,1,24.0
SKU-00561,Bucher Hydraulics Engranaje 563,Bombas Hidráulicas,Engranaje,Bucher Hydraulics,Industrial Flow Partners,3493438.0,3056758.0,2,36.0
SKU-00562,Poclain Caudalímetros 344,Instrumentación,Caudalímetros,Poclain,Pacific Seal Supply,459255.0,319641.0,1,6.0
SKU-00563,Parker Planetarios 565,Winches,Planetarios,Parker,Andes Motion,4179696.0,3682312.0,5,36.0
SKU-00564,Calzoni Caudalímetros 172,Instrumentación,Caudalímetros,Calzoni,Maestranza Integral,480219.0,357283.0,5,
SKU-00565,KTR Pistones 443,Acumuladores,Pistones,KTR,Pacific Seal Supply,126454.0,100531.0,1,36.0
SKU-00566,Hydac Joystick 475,Control y Electrónica,Joystick,Hydac,Industrial Flow Partners,468589.0,380963.0,2,24.0
SKU-00567,Casappa Reductores Planetarios 855,Mandos Finales,Reductores Planetarios,Casappa,Industrial Flow Partners,6369744.0,5624484.0,5,
SKU-00568,Sun Hydraulics Campanas 453,Accesorios y Acoples,Campanas,Sun Hydraulics,Tecfluid Norte,91414.0,66915.0,2,
SKU-00569,Hydac Data Loggers 476,Instrumentación,Data Loggers,Hydac,Pacific Seal Supply,502849.0,366577.0,5,12.0
SKU-00570,Poclain Recuperación 178,Winches,Recuperación,Poclain,Maestranza Integral,5405468.0,4567620.0,1,12.0
SKU-00571,Olaer Engranaje 526,Motores Hidráulicos,Engranaje,Olaer,Hydroline Andina,3545994.0,2889985.0,5,36.0
SKU-00572,Denison Recuperación 992,Winches,Recuperación,Denison,Andes Motion,2406851.0,2038603.0,2,6.0
SKU-00573,KTR Monoblock 642,Comandos Direccionales,Monoblock,KTR,Andes Motion,1497317.0,1125982.0,2,24.0
SKU-00574,FaberCom Agua-Aceite 395,Enfriadores,Agua-Aceite,FaberCom,Tecfluid Norte,1199416.0,915154.0,2,6.0
SKU-00575,Bezares Paleta 959,Bombas Hidráulicas,Paleta,Bezares,Tecfluid Norte,2133280.0,1819688.0,2,6.0
SKU-00576,Commercial Hydraulics Microcontroladores 310,Control y Electrónica,Microcontroladores,Commercial Hydraulics,Maestranza Integral,184455.0,125614.0,2,12.0
SKU-00577,KTR Agua-Aceite 514,Enfriadores,Agua-Aceite,KTR,Tecfluid Norte,423697.0,348279.0,2,
SKU-00578,FaberCom Caudalímetros 585,Instrumentación,Caudalímetros,FaberCom,Tecfluid Norte,118950.0,77793.0,2,36.0
SKU-00579,Denison Proporcionales 141,Válvulas,Proporcionales,Denison,Pacific Seal Supply,589621.0,390919.0,1,36.0
SKU-00580,Webtec Reductores Planetarios 756,Mandos Finales,Reductores Planetarios,Webtec,Hydroline Andina,3691735.0,2949696.0,1,12.0
SKU-00581,Hydac Monoblock 793,Comandos Direccionales,Monoblock,Hydac,Maestranza Integral,1979454.0,1454899.0,1,24.0
SKU-00582,Hydac Planetarios 251,Winches,Planetarios,Hydac,Andes Motion,1569475.0,1352887.0,1,36.0
SKU-00583,Bezares Displays 845,Control y Electrónica,Displays,Bezares,Andes Motion,478756.0,373430.0,10,24.0
SKU-00584,FaberCom Data Loggers 712,Instrumentación,Data Loggers,FaberCom,Tecfluid Norte,123360.0,85242.0,2,6.0
SKU-00585,Argo Hytos Engranaje 190,Motores Hidráulicos,Engranaje,Argo Hytos,Tecfluid Norte,2478143.0,1900736.0,1,24.0
SKU-00586,Olaer Pistones Radiales 490,Bombas Hidráulicas,Pistones Radiales,Olaer,Andes Motion,910785.0,734093.0,1,6.0
SKU-00587,Bucher Hydraulics Proporcionales 329,Válvulas,Proporcionales,Bucher Hydraulics,Hydroline Andina,662669.0,509592.0,10,24.0
SKU-00588,Denison Engranaje 394,Bombas Hidráulicas,Engranaje,Denison,Tecfluid Norte,1455737.0,1132563.0,1,36.0
SKU-00589,Bucher Hydraulics Diafragma 470,Acumuladores,Diafragma,Bucher Hydraulics,Industrial Flow Partners,995596.0,842274.0,2,
SKU-00590,Marzocchi Tomas de Fuerza 850,Accesorios y Acoples,Tomas de Fuerza,Marzocchi,Andes Motion,217745.0,145236.0,5,
SKU-00591,Olaer Acoples Rotex 154,Accesorios y Acoples,Acoples Rotex,Olaer,Maestranza Integral,147505.0,111219.0,5,6.0
SKU-00592,Scanreco Control Flujo 626,Válvulas,Control Flujo,Scanreco,Industrial Flow Partners,731881.0,555498.0,5,36.0
SKU-00593,Commercial Hydraulics Monoblock 377,Comandos Direccionales,Monoblock,Commercial Hydraulics,Hydroline Andina,1545055.0,1274670.0,2,36.0
SKU-00594,Bezares Recuperación 897,Winches,Recuperación,Bezares,Hydroline Andina,3439312.0,2950930.0,1,24.0
SKU-00595,KTR Data Loggers 951,Instrumentación,Data Loggers,KTR,Maestranza Integral,88378.0,68670.0,1,24.0
SKU-00596,Scanreco Agua-Aceite 807,Enfriadores,Agua-Aceite,Scanreco,Andes Motion,1844658.0,1595629.0,1,18.0
SKU-00597,FaberCom Presión 221,Filtros,Presión,FaberCom,Pacific Seal Supply,66590.0,37024.0,2,
SKU-00598,Denison Direccionales Múltiples 902,Comandos Direccionales,Direccionales Múltiples,Denison,Industrial Flow Partners,659247.0,547834.0,1,18.0
SKU-00599,Parker Engranaje 580,Motores Hidráulicos,Engranaje,Parker,Andes Motion,3835203.0,3351967.0,5,24.0
SKU-00600,Danfoss Orbitales 304,Motores Hidráulicos,Orbitales,Danfoss,Hydroline Andina,1647900.0,1448504.0,1,24.0
SKU-00601,Parker Reductores Planetarios 612,Mandos Finales,Reductores Planetarios,Parker,Hydroline Andina,1848010.0,1496888.0,2,12.0
SKU-00602,Hydac Microcontroladores 388,Control y Electrónica,Microcontroladores,Hydac,Pacific Seal Supply,128588.0,90655.0,1,36.0
SKU-00603,Rexroth Reductores Planetarios 209,Mandos Finales,Reductores Planetarios,Rexroth,Maestranza Integral,7427436.0,5927094.0,1,18.0
SKU-00604,Calzoni Reductores Planetarios 632,Mandos Finales,Reductores Planetarios,Calzoni,Andes Motion,2342773.0,2045241.0,2,
SKU-00605,Bezares Reductores Planetarios 567,Mandos Finales,Reductores Planetarios,Bezares,Industrial Flow Partners,2875553.0,2337825.0,2,
SKU-00606,FaberCom Adaptadores 921,Accesorios y Acoples,Adaptadores,FaberCom,Maestranza Integral,140709.0,102436.0,1,
SKU-00607,Commercial Hydraulics Manómetros 187,Instrumentación,Manómetros,Commercial Hydraulics,Hydroline Andina,599272.0,435071.0,2,24.0
SKU-00608,Calzoni Engranaje 303,Motores Hidráulicos,Engranaje,Calzoni,Andes Motion,3536178.0,2662742.0,1,
SKU-00609,Brevini Presión 707,Filtros,Presión,Brevini,Andes Motion,21749.0,12658.0,2,36.0
SKU-00610,Bezares Control Presión 210,Válvulas,Control Presión,Bezares,Andes Motion,541675.0,356422.0,2,6.0
SKU-00611,Bucher Hydraulics Orbitales 127,Motores Hidráulicos,Orbitales,Bucher Hydraulics,Andes Motion,1307945.0,990114.0,1,
SKU-00612,Brevini Reductores Planetarios 885,Mandos Finales,Reductores Planetarios,Brevini,Industrial Flow Partners,3154082.0,2725127.0,1,36.0
SKU-00613,Argo Hytos Data Loggers 882,Instrumentación,Data Loggers,Argo Hytos,Tecfluid Norte,407393.0,295767.0,2,24.0
SKU-00614,Rexroth Pistones Radiales 775,Bombas Hidráulicas,Pistones Radiales,Rexroth,Andes Motion,2108003.0,1568354.0,1,
SKU-00615,Bucher Hydraulics Direccional 775,Válvulas,Direccional,Bucher Hydraulics,Andes Motion,129228.0,90201.0,1,24.0
SKU-00616,Bucher Hydraulics Agua-Aceite 731,Enfriadores,Agua-Aceite,Bucher Hydraulics,Pacific Seal Supply,1730550.0,1408668.0,2,24.0
SKU-00617,Webtec Izado 697,Winches,Izado,Webtec,Tecfluid Norte,837832.0,694563.0,5,12.0
SKU-00618,Calzoni Pistones Axiales 340,Bombas Hidráulicas,Pistones Axiales,Calzoni,Hydroline Andina,2012445.0,1450973.0,1,36.0
SKU-00619,Marzocchi Izado 433,Winches,Izado,Marzocchi,Hydroline Andina,5507140.0,4912369.0,2,6.0
SKU-00620,Scanreco Pistones Radiales 424,Bombas Hidráulicas,Pistones Radiales,Scanreco,Pacific Seal Supply,2389205.0,1942424.0,2,24.0
SKU-00621,Calzoni Pistones 930,Acumuladores,Pistones,Calzoni,Tecfluid Norte,893005.0,665289.0,1,12.0
SKU-00622,Commercial Hydraulics Izado 371,Winches,Izado,Commercial Hydraulics,Pacific Seal Supply,2147365.0,1683534.0,1,24.0
SKU-00623,Marzocchi Pistones Axiales 168,Bombas Hidráulicas,Pistones Axiales,Marzocchi,Andes Motion,3650023.0,2847018.0,1,24.0
SKU-00624,Scanreco Tomas de Fuerza 420,Accesorios y Acoples,Tomas de Fuerza,Scanreco,Maestranza Integral,90093.0,69011.0,2,18.0
SKU-00625,Calzoni Proporcionales 628,Comandos Direccionales,Proporcionales,Calzoni,Tecfluid Norte,1607414.0,1256998.0,1,
SKU-00626,Argo Hytos Reductores Planetarios 161,Mandos Finales,Reductores Planetarios,Argo Hytos,Industrial Flow Partners,7727243.0,6266794.0,10,24.0
SKU-00627,Bezares Agua-Aceite 980,Enfriadores,Agua-Aceite,Bezares,Andes Motion,423326.0,364060.0,2,18.0
SKU-00628,Argo Hytos Pistones 253,Motores Hidráulicos,Pistones,Argo Hytos,Andes Motion,1481287.0,1248725.0,1,18.0
SKU-00629,Sun Hydraulics Direccionales Múltiples 379,Comandos Direccionales,Direccionales Múltiples,Sun Hydraulics,Tecfluid Norte,1224700.0,938120.0,5,
SKU-00630,Olaer Reductores Planetarios 185,Mandos Finales,Reductores Planetarios,Olaer,Tecfluid Norte,5542429.0,4871795.0,2,
SKU-00631,Webtec Accesorios Estanque 841,Filtros,Accesorios Estanque,Webtec,Hydroline Andina,108864.0,72830.0,1,18.0
SKU-00632,Rexroth Reductores Planetarios 343,Mandos Finales,Reductores Planetarios,Rexroth,Pacific Seal Supply,6088259.0,4797548.0,2,18.0
SKU-00633,KTR Acoples Rotex 209,Accesorios y Acoples,Acoples Rotex,KTR,Tecfluid Norte,208922.0,135173.0,1,18.0
SKU-00634,Olaer Reductores Planetarios 424,Mandos Finales,Reductores Planetarios,Olaer,Andes Motion,3740304.0,2977282.0,2,36.0
SKU-00635,Bucher Hydraulics Agua-Aceite 476,Enfriadores,Agua-Aceite,Bucher Hydraulics,Industrial Flow Partners,605741.0,511245.0,1,12.0
SKU-00636,Brevini Cartridge 665,Válvulas,Cartridge,Brevini,Hydroline Andina,677142.0,478739.0,5,36.0
SKU-00637,Bezares Vejiga 502,Acumuladores,Vejiga,Bezares,Industrial Flow Partners,253316.0,186694.0,2,
SKU-00638,Poclain Control Flujo 931,Válvulas,Control Flujo,Poclain,Maestranza Integral,255503.0,172209.0,2,36.0
SKU-00639,Danfoss Izado 961,Winches,Izado,Danfoss,Tecfluid Norte,5265445.0,4217621.0,2,36.0
